ID,Nimi,Number,Liik,Tee_GID,Piirkiirus,Kate
9987,L. Puusepa tn,7950249,kõrvaltänav,{E0A2E190-4843-4902-9B0E-6D4779760175},30,tihe asfaltbetoon
9988,L. Puusepa tn,7950249,kõrvaltänav,{E1EC10B1-E176-4DAA-923A-F6099C01EAA8},30,tihe asfaltbetoon
9989,L. Puusepa tn,7950249,kõrvaltänav,{DB8B1483-0DE0-4F2A-8D11-29A3B386E15D},50,tihe asfaltbetoon
9990,L. Tolstoi tn,7950349,kõrvaltänav,{C377749C-DE12-43B8-9C70-8C3287330B1D},30,tihe asfaltbetoon
9991,L. Tolstoi tn,7950349,kõrvaltänav,{1FFC987D-A4F0-46AD-B07D-B67E917097D6},30,tihe asfaltbetoon
9992,L. Tolstoi tn,7950349,kõrvaltänav,{B8698089-99E9-4660-99A2-626E23B3263E},30,tihe asfaltbetoon
9993,L. Tolstoi tn,7950349,kõrvaltänav,{723364F1-85D0-4B0E-BE71-B3F0D8D2EA67},30,tihe asfaltbetoon
9994,L. Tolstoi tn,7950349,kõrvaltänav,{53C396AE-E0EE-4269-967C-125F542E0052},30,tihe asfaltbetoon
9995,Laaduri,,muu tee,{9F0EA16C-5430-4721-980B-6655955B859F},50,kruusatee
9996,Laane,,kõnnitee,{1DCC1BE2-9F73-4B01-ABFB-AC255BD6AD91},50,kivi
9997,Laane,,kõnnitee,{CC9445A6-860A-4C77-8333-654EB005406E},50,kivi
9998,Laane tn,7950140,kõrvaltänav,{82CAFC37-74C0-4CD4-855D-1751DDBA27B8},50,tihe asfaltbetoon
9999,Ladva,,jalgtee,{DA7CBC78-B1B6-4E72-B3FE-B1EF9BD3F44B},50,kattega tee (katte liik teadmata)
10000,Ladva,,kõnnitee,{A4DCE8DF-121D-43B6-B006-A90FA80B8743},50,asfaltbetoon
10001,Ladva,,kõnnitee,{CB11782A-FBF2-437B-A747-D73D6E9D2BF4},50,kattega tee (katte liik teadmata)
10002,Ladva,,kõnnitee,{ED0B0803-436B-4BDE-9742-548C4BC31F82},50,kattega tee (katte liik teadmata)
10003,Ladva,,kõnnitee,{D768B3CE-A3C4-4DDB-A904-E653ED61C1FA},50,asfaltbetoon
10004,Ladva tn,7951087,kõrvaltänav,{C2E8C1A8-B275-4481-A944-51B46249A686},50,kruusatee
10005,Ladva tn,7951362,kõrvaltänav,{0898A95C-EE25-472E-B140-E7C7CEC9AE02},50,kattega tee (katte liik teadmata)
10006,Ladva tn,7951087,kõrvaltänav,{FCCD143B-C4F8-4716-8D71-470A4432C03E},50,kruusatee
10007,Lai,,kõnnitee,{7C469951-9003-471F-8476-83DCC9853095},50,kivi
10008,Lai tn,7950141,jaotustänav,{7157CA9A-70B5-4FF7-B3FD-794DA6E932FB},40,tihe asfaltbetoon
10009,Lai tn,7950141,jaotustänav,{25C3DC7B-1C1B-4962-8386-B1E427C97ECD},40,tihe asfaltbetoon
10010,Lai tn,7950141,jaotustänav,{79EAC505-385B-46F3-9F45-3A32CF2554AF},40,tihe asfaltbetoon
10011,Lai tn,7950141,jaotustänav,{95AFA878-AEC3-401A-92BF-854331679820},40,tihe asfaltbetoon
10012,Lai tn,7950141,jaotustänav,{3E7B726A-19CC-4C79-B3F2-B40AB70D474D},40,tihe asfaltbetoon
10013,Lai tn,7950141,jaotustänav,{F76B14E7-E830-4393-95B3-A5FD96DA855F},40,tihe asfaltbetoon
10014,Lai tn,7950141,jaotustänav,{DF3D45EC-64AA-4897-A975-42CEAC1E2F6B},40,tihe asfaltbetoon
10015,Lai tn,7950141,jaotustänav,{E911001B-7C39-422D-A7FC-7738CB89ECAE},40,tihe asfaltbetoon
10016,Lai tn,7950141,kvartalisisene tänav,{60711B0B-606B-4761-8255-D2A0B53F659F},50,munakivitee
10017,Lai tn,7950141,jaotustänav,{EDAEA28F-E18A-4C3F-8585-1A42BDE250D3},40,tihe asfaltbetoon
10018,Lai tn,7950141,jaotustänav,{B95769F4-CB66-4CC3-95F9-E15EE401A6DB},40,tihe asfaltbetoon
10019,Lai tn,7950141,jaotustänav,{EA6CE1BF-CAC7-409A-9AB7-E3E4895BD160},40,tihe asfaltbetoon
10020,Lai tn,7950141,jaotustänav,{BA795AAB-89C6-4943-BE22-C9E8935D307E},40,tihe asfaltbetoon
10021,Lai tn,7950141,jaotustänav,{0A68AB64-ED97-4A68-A6CA-473E1F068B9A},40,tihe asfaltbetoon
10022,Lai tn,7950141,jaotustänav,{232EDF11-5153-4B9C-9968-E5ACC9153313},40,tihe asfaltbetoon
10023,Lai tn,7950141,kvartalisisene tänav,{E162DA56-7548-446A-A326-414740CD8CD1},50,munakivitee
10024,Lai tn,7950141,kvartalisisene tänav,{9F1EA81F-CEC0-42CB-879A-168DF7B2A66B},50,munakivitee
10025,Laikasküla tee,8310026,muu tee,{6437C283-5FDC-4A47-B929-4CAF344BD85A},90,kruusatee
10026,Laikasküla tee,8310026,muu tee,{5A34070F-6889-49AC-A4AC-A2DC0904F3B2},90,kruusatee
10027,Laikasküla tee,8310026,muu tee,{AC62957C-AD43-4175-BDB6-5889E0B3D4BD},90,kattega tee (katte liik teadmata)
10028,Lalli tee,8310326,muu tee,{C3C177E0-C82B-4C1E-AF76-58F6D166F892},90,kruusatee
10029,Lammi,,kõnnitee,{2E08B4E2-F0DB-480D-A428-91176196B3F2},50,kattega tee (katte liik teadmata)
10030,Lammi,,jalgratta- ja jalgtee,{13B2B63A-4034-4050-8D8E-6862B9FBC69C},50,teadmata
10031,Lammi,,jalgratta- ja jalgtee,{2E8C41B6-6FDD-471A-9A03-C4BC26645124},50,asfaltbetoon
10032,Lammi,,jalgratta- ja jalgtee,{6D18943C-D55F-4C27-84DE-02B06F8611E2},50,kattega tee (katte liik teadmata)
10033,Lammi,,jalgratta- ja jalgtee,{6BCFB824-9525-439C-80DA-9494BA9B03FF},50,asfaltbetoon
10034,Lammi,,jalgratta- ja jalgtee,{A13CC7F6-8318-4948-8A12-39608B0F6D8B},50,teadmata
10035,Lammi,,jalgratta- ja jalgtee,{BA086E26-42E4-459B-9A93-13AA634FDF15},50,asfaltbetoon
10036,Lammi,,jalgratta- ja jalgtee,{1F053191-736B-414E-92A2-80491CBD2FDF},50,asfaltbetoon
10037,Lammi,,jalgratta- ja jalgtee,{C4D2A403-B063-492A-B6C8-E740BD195261},50,asfaltbetoon
10038,Lammi,,jalgratta- ja jalgtee,{4C64B6FC-FE18-4A3C-85E3-768464201A30},50,kattega tee (katte liik teadmata)
10039,Lammi,,jalgratta- ja jalgtee,{9236C2FD-818E-45D9-A11A-46B6E83AFD5F},50,kattega tee (katte liik teadmata)
10040,Lammi,,jalgratta- ja jalgtee,{7BBAD039-33AD-492B-877F-5269F8AA40F5},50,asfaltbetoon
10041,Lammi,,jalgratta- ja jalgtee,{3C440098-737C-4DC7-B633-FCC0841129BE},50,asfaltbetoon
10042,Lammi,,jalgratta- ja jalgtee,{1213B6E2-F81F-409F-B3E5-0231C839A416},50,asfaltbetoon
10043,Lammi,,jalgratta- ja jalgtee,{A307C9C5-0A61-463C-AFCF-6DB2903EFE55},50,kattega tee (katte liik teadmata)
10044,Lammi,,jalgratta- ja jalgtee,{3F614484-6A95-4973-8B08-25398365E880},50,asfaltbetoon
10045,Lammi,,kõnnitee,{F79AC403-5529-4E27-B284-17AAC5459082},50,kattega tee (katte liik teadmata)
10046,Lammi,,jalgratta- ja jalgtee,{26FE4465-2350-4B79-9705-0328F9B27A96},50,asfaltbetoon
10047,Lammi,,jalgratta- ja jalgtee,{D9600CA2-93B3-4296-A45F-88D298B59162},50,asfaltbetoon
10048,Lammi,,jalgratta- ja jalgtee,{98AA9B54-224E-49ED-9AEE-8C305E9CC57B},50,asfaltbetoon
10049,Lammi,,jalgratta- ja jalgtee,{672C7AD7-CDFA-45EC-A9D7-D72DE42E2059},50,asfaltbetoon
10050,Lammi,,jalgratta- ja jalgtee,{1365B291-8B4C-4398-8539-EFD86D1475B5},50,kattega tee (katte liik teadmata)
10051,Lammi,,jalgratta- ja jalgtee,{4535DDB2-1B1C-4E8C-A78E-CF46FF20BB7A},50,asfaltbetoon
10052,Lammi,,jalgratta- ja jalgtee,{75E6A1A5-5C10-4E3D-9AC4-8BE58D2924D8},50,kattega tee (katte liik teadmata)
10053,Lammi,,jalgratta- ja jalgtee,{2F83CFF8-5F36-4DDD-ABAB-C785B146CB36},50,asfaltbetoon
10054,Lammi,,jalgratta- ja jalgtee,{4061BFB0-95B8-42F3-B4DF-C6454AEB9A7F},50,kattega tee (katte liik teadmata)
10055,Lammi,,jalgratta- ja jalgtee,{A40CBAB8-BD6B-4954-839C-ABBC81861C94},50,kattega tee (katte liik teadmata)
10056,Lammi,,jalgratta- ja jalgtee,{E3E52A11-2931-46B4-B2A1-B06E38FC9E9B},50,asfaltbetoon
10057,Lammi,,jalgratta- ja jalgtee,{229598F0-109B-4E90-8782-99AE930DFF05},50,kattega tee (katte liik teadmata)
10058,Lammi,,jalgratta- ja jalgtee,{F6CA384C-4A5A-4AD3-B65C-59FAB8D888A5},50,teadmata
10059,Lammi,,jalgratta- ja jalgtee,{6287997B-46C1-405B-B789-8305999372AC},50,asfaltbetoon
10060,Lammi,,jalgratta- ja jalgtee,{F8D4BC73-A3CF-47E2-864B-7511304F54AF},50,teadmata
10061,Lammi,,jalgratta- ja jalgtee,{BC2CFFD8-DFF1-40AA-B06D-1250DBAAE64A},50,asfaltbetoon
10062,Lammi,,jalgratta- ja jalgtee,{F812D5DB-E602-4167-A94B-6EF97C84ACBE},50,asfaltbetoon
10063,Lammi,,jalgratta- ja jalgtee,{441C3443-699B-491F-A7AB-DFA70FAF3D1A},50,asfaltbetoon
10064,Lammi,,jalgratta- ja jalgtee,{56509935-DB9A-4DF4-A681-A4C23E8CE6A9},50,asfaltbetoon
10065,Lammi,,jalgratta- ja jalgtee,{ADFE534E-9083-4DE8-86FC-49B56B81C365},50,teadmata
10066,Lammi,,jalgratta- ja jalgtee,{04463B6A-918C-4583-80F7-1EA80B4C3864},50,asfaltbetoon
10067,Lammi,,jalgratta- ja jalgtee,{F4FC6D07-2C86-4BE9-B559-01DC6B91922F},50,asfaltbetoon
10068,Lammi,,jalgratta- ja jalgtee,{F7DC9919-50BD-41FE-8D40-D6773C6E1367},50,teadmata
10069,Lammi,,jalgratta- ja jalgtee,{2423C1A1-4931-40FF-B3F4-612E40ADBC0B},50,asfaltbetoon
10070,Lammi,,jalgratta- ja jalgtee,{3C973048-C458-4934-A9AD-CE2929D41BCB},50,kattega tee (katte liik teadmata)
10071,Lammi,,jalgratta- ja jalgtee,{B70001FF-8354-4E6B-B529-77F4B7B43450},50,kattega tee (katte liik teadmata)
10072,Lammi,,jalgratta- ja jalgtee,{59358841-8EE7-4034-8036-8FCEBDD4777A},50,asfaltbetoon
10073,Lammi ring H1,7951318,põhitänav,{BDBAA512-91F3-4BA2-9206-073591531DDE},50,Killustikmastiksasfalt
10074,Lammi ring H2,7951319,jaotustänav,{BA219AAC-9943-416E-B232-D5C766ADFDD4},50,Killustikmastiksasfalt
10075,Lammi ring H3,7951320,põhitänav,{577597A4-52CB-4743-AAB8-C5BCE92B4DE9},70,Killustikmastiksasfalt
10076,Lammi ring H3,7951320,põhitänav,{5AAA291E-B5B8-48DD-B7B2-B400BF6DE5DD},50,Killustikmastiksasfalt
10077,Lammi ring H3,7951320,põhitänav,{6AABE7E3-0495-4900-9E08-BCDA27B11339},70,Killustikmastiksasfalt
10078,Lammi ring H3,7951320,põhitänav,{770E0290-47C3-4174-819B-CB1E895F9170},50,Killustikmastiksasfalt
10079,Lammi ring H3,7951320,põhitänav,{BC080A55-21BD-468C-924A-F77650CEEDA4},50,tihe asfaltbetoon
10080,Lammi ring H3,7951320,põhitänav,{C00BEF3A-4149-41F2-9386-C8BE304F1E12},50,Killustikmastiksasfalt
10081,Lammi ring H3,7951320,põhitänav,{101BD2BB-37E8-4EA4-AFED-3935DC667518},50,Killustikmastiksasfalt
10082,Lammi ring H3,7951320,põhitänav,{1E9E2634-108F-4617-91E8-596ACA2C21CC},50,tihe asfaltbetoon
10083,Lammi ring H3,7951320,põhitänav,{53179E2F-9062-45A0-BEB4-ECFD9D5C754A},50,Killustikmastiksasfalt
10084,Lammi ring H4,7951321,jaotustänav,{FF52A4A6-55AA-46FE-8410-CD0D27F38EE5},50,tihe asfaltbetoon
10085,Lammi ring H5,7951322,jaotustänav,{DCAE6CD2-D8DD-4492-AF77-E50464197255},50,tihe asfaltbetoon
10086,Lammi ring H5,7951322,põhitänav,{D157B617-1870-45F4-A2DD-6CEF6458B62B},50,tihe asfaltbetoon
10087,Lammi ring H5,7951322,põhitänav,{A3BFE3AA-450E-4010-84F6-205D79BBCD6C},50,tihe asfaltbetoon
10088,Lammi tn,7950143,jaotustänav,{966E226A-839D-4B72-9B9B-CE92FEED68A4},50,tihe asfaltbetoon
10089,Lammi tn,7950143,kõrvaltänav,{E72F14EF-884B-444A-BE83-74A19974F051},50,tihe asfaltbetoon
10090,Lammi tn,7950143,kõrvaltänav,{1AF6B7B8-F096-40A8-9702-B54985C7C58D},30,tihe asfaltbetoon
10091,Lammi tn,7950143,kõrvaltänav,{4E4E5ED2-88D7-40BC-8063-E477B0C16E3A},50,tihe asfaltbetoon
10092,Lammi tn,7950143,jaotustänav,{F0BDF563-892E-4555-8887-9F1A1149E89F},50,Killustikmastiksasfalt
10093,Lammi tn,7950143,jaotustänav,{5FADC599-C6CF-4A87-B3FA-5F7F7DC74206},50,tihe asfaltbetoon
10094,Lammi tn,7950143,jaotustänav,{844B3551-EB25-44FE-8A6A-E020B7E1BAA2},50,tihe asfaltbetoon
10095,Lammi tn,7950143,kõrvaltänav,{6D20BB5B-B349-4C8C-B2E5-F793576A8312},50,tihe asfaltbetoon
10096,Lammi tn,7950143,kõrvaltänav,{2000EB30-5488-48D7-BA82-1652DB23BA42},30,tihe asfaltbetoon
10097,Lammi tn,7950143,kõrvaltänav,{239CCF67-1E79-4779-87CE-FA158D9B2DC4},30,tihe asfaltbetoon
10098,Lao tn,7950144,kõrvaltänav,{67BB3F1B-1290-45B1-8013-925C622A2A9E},50,tihe asfaltbetoon
10099,Lao tn,7950144,kõrvaltänav,{201A90B6-8A67-4C54-BEC3-648CC18211DF},50,tihe asfaltbetoon
10100,Laseri tn,7951094,kõrvaltänav,{06769590-A871-4D50-9276-89FD9F28905C},50,kruusatee
10101,Laseri tn,7951094,kõrvaltänav,{1774D800-F2AC-413E-8FB3-0B34C1247B4A},50,kruusatee
10102,"Laseri tn, Raudtee tn 120 juurdepääsutee",7951100,kõrvaltänav,{C1E2109F-7A56-4C8C-93B7-89F2A6BA5C98},50,kruusatee
10103,Laulupeo pst,7950145,kõrvaltänav,{6281A2CD-B6AF-462E-AA32-AADC376E7677},20,tihe asfaltbetoon
10104,Laulupeo pst,,jalgratta- ja jalgtee,{684FE3C8-1061-4EDE-A2C8-899E77880C4A},50,kattega tee (katte liik teadmata)
10105,Laulupeo pst,7950145,kõrvaltänav,{20199AB5-EFE2-4232-ACCD-58E8D9558DCF},20,tihe asfaltbetoon
10106,Laulupeo pst,,jalgratta- ja jalgtee,{90E67CA6-098D-4974-B82C-BA48B659AC5B},50,kattega tee (katte liik teadmata)
10107,Laulupeo pst,7950145,kõrvaltänav,{DE530832-2663-42C1-9C10-A2043BF67C72},20,tihe asfaltbetoon
10108,Laulupeo pst,,jalgratta- ja jalgtee,{9A727C6F-B2F2-4063-9D30-713908CF0B35},50,kattega tee (katte liik teadmata)
10109,Laulupeo pst,,jalgratta- ja jalgtee,{43067993-DFC9-4D94-AB93-8528A7FC9118},50,kattega tee (katte liik teadmata)
10110,Laulupeo pst,,kõnnitee,{9311700D-E7F0-4729-A9B8-DF3E5AB0510D},50,kivi
10111,Laulupeo pst J 13,7950725,kvartalisisene tänav,{44BB952D-71D3-43A9-BFFF-164672124B77},50,tihe asfaltbetoon
10112,Lauluväljak,,jalgtee,{52DC9AF3-FC47-4D8D-A826-BF8F3CA76F62},50,kattega tee (katte liik teadmata)
10113,Lauluväljak,,jalgtee,{7127BF7A-A042-4A2A-9B61-8E689D342B21},50,kattega tee (katte liik teadmata)
10114,Lauluväljak,,jalgtee,{5C5F0BAC-6096-4833-A031-C0B3F6450312},50,kattega tee (katte liik teadmata)
10115,Lauluväljak,,jalgtee,{80041891-FFB1-4AF7-B080-305A943BBEDB},50,kattega tee (katte liik teadmata)
10116,Lauluväljak,,jalgtee,{792988A0-94EE-4E25-A150-FAFFA058F358},50,kattega tee (katte liik teadmata)
10117,Lauluväljak,,jalgtee,{F9B30F51-0E66-4CA9-9D9A-5F7167DC1E56},50,kattega tee (katte liik teadmata)
10118,Lauluväljak,,jalgtee,{4D2E97D2-622E-41A8-8B0F-18393F18BB30},50,kattega tee (katte liik teadmata)
10119,Lauluväljak,,jalgtee,{9667FD33-BAE1-49D2-9F5F-5B58B9AAFC6B},50,kattega tee (katte liik teadmata)
10120,Lauluväljak,,jalgtee,{2CA0C84E-ECF8-4026-9106-8D9011F9EF63},50,kattega tee (katte liik teadmata)
10121,Lauluväljak,,jalgtee,{531828B3-E254-4F1F-8BA3-267D3C68A2BB},50,kattega tee (katte liik teadmata)
10122,Lauluväljak,,jalgtee,{7C4C08D5-7E49-4922-9EA0-CD7EA40D073F},50,kattega tee (katte liik teadmata)
10123,Lauluväljak,,jalgtee,{56FF68E5-97FC-40E7-95D7-47711A8A5816},50,kattega tee (katte liik teadmata)
10124,Lauluväljak,,jalgtee,{8888803C-3634-4EB9-87C7-FB77B0197A64},50,kattega tee (katte liik teadmata)
10125,Lauluväljak,,jalgtee,{C5C6BCEE-80D1-47D3-8FC9-5FEC712BE44C},50,kattega tee (katte liik teadmata)
10126,Lauluväljak,,jalgtee,{589E354D-16DD-46B7-B2B3-C3102B48E77C},50,kattega tee (katte liik teadmata)
10127,Lauluväljak,,jalgtee,{3DCDAFD3-1D3B-445D-BD43-4690CB26F05F},50,kattega tee (katte liik teadmata)
10128,Lauluväljak,,jalgtee,{DFCB472F-FD7B-44E7-AA40-76170A057583},50,kattega tee (katte liik teadmata)
10129,Lauluväljak,,jalgtee,{417FBF52-F2CA-442E-8DBA-0D61F68906EE},50,kattega tee (katte liik teadmata)
10130,Lauluväljak,,jalgtee,{29A6B388-6C34-461E-926F-2F0FE223DFE5},50,kattega tee (katte liik teadmata)
10131,Lauluväljak,,jalgtee,{C5F509C6-FC60-44C2-8F13-1FB7677A4702},50,kattega tee (katte liik teadmata)
10132,Lauluväljak,,jalgtee,{9552A3BB-1FE6-44C4-BAA3-153C1741F148},50,kattega tee (katte liik teadmata)
10133,Lauluväljak,,jalgtee,{B61617FA-D7DB-4314-BA1B-F9A3B6D5D30F},50,kattega tee (katte liik teadmata)
10134,Lauluväljak,,jalgtee,{1E14A6C5-4599-43CC-B44C-41D4061D3E83},50,kattega tee (katte liik teadmata)
10135,Lauluväljak,,jalgtee,{08B1CA0F-B27A-4C8E-9E32-C4835F077400},50,kattega tee (katte liik teadmata)
10136,Lauluväljak,,jalgtee,{3267EE07-BC63-4B43-8D1A-78614FDA86C8},50,kattega tee (katte liik teadmata)
10137,Lauluväljak,,jalgtee,{79B54FEE-F33D-4B40-BE49-E872D78AD84B},50,kattega tee (katte liik teadmata)
10138,Lauluväljak,,jalgtee,{18E1D7DE-9708-48C6-A4FC-96C1365CE6FD},50,kattega tee (katte liik teadmata)
10139,Lauluväljak,,jalgtee,{A60EC808-FBF3-4F99-966F-40093B7B6BCF},50,kattega tee (katte liik teadmata)
10140,Lauluväljak,,jalgtee,{0C23E4BC-D6B6-4E74-85B5-A531EF744134},50,kattega tee (katte liik teadmata)
10141,Lauluväljak,,jalgtee,{DB4706C0-2B1A-46CA-BA07-287E2987F181},50,kattega tee (katte liik teadmata)
10142,Lauluväljak,,jalgtee,{75062277-4D15-4CEE-AEB9-D9241BBF95F9},50,kattega tee (katte liik teadmata)
10143,Lauluväljak,,jalgtee,{9F9DA962-1487-499F-B8D4-F63EA3432F08},50,kattega tee (katte liik teadmata)
10144,Lauluväljak,,jalgtee,{A016F9E3-47D2-4CF1-9403-DDD8C53063FC},50,kattega tee (katte liik teadmata)
10145,Lauluväljak,,jalgtee,{E54A563C-3AF1-41F7-AAC6-A6670507B0D0},50,kattega tee (katte liik teadmata)
10146,Lauluväljak,,jalgtee,{2AC027F8-AB7B-4AED-BDB9-8E70C813617B},50,kattega tee (katte liik teadmata)
10147,Lauluväljak,,jalgtee,{50BEF1BD-C7B3-4A1E-97C1-0210C511C2AD},50,kattega tee (katte liik teadmata)
10148,Lauluväljak,,jalgtee,{9CB39B04-23B6-45EB-B003-558A6843F86C},50,kattega tee (katte liik teadmata)
10149,Lauluväljak,,jalgtee,{DCE869AE-8677-444C-BA86-90619E3CDC0A},50,kattega tee (katte liik teadmata)
10150,Lauluväljak,,jalgtee,{6B269485-1C6F-4A82-9DFC-094DE1DB7E8E},50,kattega tee (katte liik teadmata)
10151,Lauluväljak,,jalgtee,{38E6F8AA-9F77-40D3-9629-7B03C1D7BB76},50,kattega tee (katte liik teadmata)
10152,Lauluväljak,,jalgtee,{DB6308BF-352D-4A07-AF21-A446B94D8476},50,kattega tee (katte liik teadmata)
10153,Lauluväljak,,jalgtee,{9F717A79-DBB7-472B-B4DC-D20D9446AD3D},50,kattega tee (katte liik teadmata)
10154,Lauluväljak,,jalgtee,{0BF046C3-5D7F-497D-90BA-8F05E1791AF1},50,kattega tee (katte liik teadmata)
10155,Lauluväljak,,jalgtee,{7AA8ED7B-FEF4-4CAC-8B7F-AA03583D4D3A},50,kattega tee (katte liik teadmata)
10156,Lauluväljak,,jalgtee,{9AAF76D0-EED3-4DE3-9280-B17F518082B5},50,kattega tee (katte liik teadmata)
10157,Lauluväljak,,jalgtee,{CD1E6F91-CDE2-4B3A-8317-121663F08757},50,kattega tee (katte liik teadmata)
10158,Lauluväljak,,jalgtee,{798D508A-594F-4D9D-8673-833254A3BFC6},50,kattega tee (katte liik teadmata)
10159,Lauluväljak,,jalgtee,{EE876680-32A8-4F9F-9BE7-48F4976340A0},50,kattega tee (katte liik teadmata)
10160,Lauluväljak,,jalgtee,{CFF4A9F6-4BB1-477B-A9C6-BD72C908A67E},50,kattega tee (katte liik teadmata)
10161,Lauluväljak,,jalgtee,{26CEDFB3-7F7B-491C-8CB3-B45E7F35620E},50,kattega tee (katte liik teadmata)
10162,Lauluväljak,,jalgtee,{9DA0ACA6-74CE-464B-B86A-A46DCBD2A39A},50,kattega tee (katte liik teadmata)
10163,Lauluväljak,,jalgtee,{AA78A2B0-7564-47F1-83D9-BB5AC45D76B9},50,kattega tee (katte liik teadmata)
10164,Leegi tn,7950146,kõrvaltänav,{DC880D0E-A72C-4E6C-8623-9BF5B34F1A17},20,tihe asfaltbetoon
10165,Leegi tn,7950146,kõrvaltänav,{FB216A66-7A34-4B07-A514-C2C01CAB5899},20,tihe asfaltbetoon
10166,Leegi tn,7950146,kõrvaltänav,{0D981AB0-D664-4221-81FC-478518DDDF32},20,tihe asfaltbetoon
10167,Leegi tn,7950146,kõrvaltänav,{215E4390-EB22-434A-90AB-FE4955DDEF78},20,tihe asfaltbetoon
10168,Leegi tn,7950146,kõrvaltänav,{AE3273DF-923E-40A6-8738-4DAA44D4E81E},20,tihe asfaltbetoon
10169,Leegi tn,7950146,kõrvaltänav,{AA065F72-D0D3-41E2-A3EC-B2F41456348E},20,tihe asfaltbetoon
10170,Leegi tn,7950146,kõrvaltänav,{122E5F19-45E0-401F-ADC9-301CA19CF262},20,tihe asfaltbetoon
10171,Leesika tn,7950147,kõrvaltänav,{0753B128-C3A6-47BC-BB12-41E44F4CC642},30,tihe asfaltbetoon
10172,Leete tn,7950148,kõrvaltänav,{DF6DB862-8238-497A-BEE8-F74F19AAF374},30,tihe asfaltbetoon
10173,Leete tn,7950148,kõrvaltänav,{5019C4C0-974B-45B8-9BD8-D022C19F9125},30,tihe asfaltbetoon
10174,Leete tn,7950148,kõrvaltänav,{F16E7859-DFC1-4180-A1EB-30EA10086563},30,tihe asfaltbetoon
10175,Leetsi tee,,muu tee,{EBA7A9ED-E555-4297-AFD4-6B618A15D7AC},90,kruusatee
10176,Leevikese tn,7950149,kõrvaltänav,{A8FA1E02-71FC-49C5-99A0-44D19CB9F18E},30,tihe asfaltbetoon
10177,Leevikese tn,7950149,kõrvaltänav,{21C950A4-BD8E-4934-97C2-6D5974560405},30,tihe asfaltbetoon
10178,Leevikese tn,7950149,kõrvaltänav,{B73017F5-C8E3-4DEE-B624-09799A86C0C3},30,kruusatee
10179,Leevikese tn,7950149,kõrvaltänav,{A6C6BF01-0BED-4B4F-892E-F975A4B65907},30,tihe asfaltbetoon
10180,Leevikese tn,7950149,kõrvaltänav,{04A6902B-A78C-41A5-BBFC-3DB34D9E2F65},30,tihe asfaltbetoon
10181,Leevikese tn,7950149,kõrvaltänav,{CBF32D80-697B-47B6-A0A9-7B1889295982},30,tihe asfaltbetoon
10182,Leevikese tn,7950149,kõrvaltänav,{D95DCD27-EF02-4465-93EC-D97E8D06CDE2},30,tihe asfaltbetoon
10183,"Leevikese tn J Räägu tn 1, 1a",7950727,kvartalisisene tänav,{337BB5DD-5139-4CBA-A2FB-8140017201EB},30,kruusatee
10184,"Leevikese tn J Räägu tn 1, 1a",7950727,kvartalisisene tänav,{7CA29D48-BE27-4B4E-BC7B-8BF6C58E5541},30,kruusatee
10185,"Leevikese tn J Räägu tn 1, 1a",7950727,kvartalisisene tänav,{4EB48B33-9DBF-4429-8E2E-507D0323D0EE},30,kruusatee
10186,Leevikese tn J1,7951323,kvartalisisene tänav,{2913065F-6627-4E3B-8187-241FA2E3436B},30,kattega tee (katte liik teadmata)
10187,Lehe,,kõnnitee,{18679B35-3B85-4854-9D8D-B62C452FE0C0},50,asfaltbetoon
10188,Lehe,,kõnnitee,{66C00643-8903-4A1E-951A-334BA7496DDD},50,asfaltbetoon
10189,Lehola tn,7950150,kõrvaltänav,{037976A3-721D-48CD-ABCB-C85869CB4488},50,tihe asfaltbetoon
10190,Lehola tn,7950150,kõrvaltänav,{67957757-5A3B-4AF1-8B2C-18AFD309D638},50,tihe asfaltbetoon
10191,Lehola tn,7950150,kõrvaltänav,{98BC6EA0-5CCD-4F28-B040-4105BCBE990F},50,tihe asfaltbetoon
10192,Lehola tn J 18,7950728,kvartalisisene tänav,{6963EE78-73B9-4876-A07E-F30251249668},50,kruusatee
10193,Lembitu,,kõnnitee,{77C49201-F9E3-4BBD-BA5F-67D7E9521062},50,asfaltbetoon
10194,Lembitu J 2,,kõnnitee,{1B5CD0B4-3364-4B90-AAF9-79DA33A73AC6},50,kattega tee (katte liik teadmata)
10195,Lembitu J 2,,kõnnitee,{9882CE82-3B60-43EC-9AE2-597CD3B1D790},50,kattega tee (katte liik teadmata)
10196,Lembitu J 2,,kõnnitee,{164EBBD7-9800-443B-8A06-34DE7D76230B},50,kattega tee (katte liik teadmata)
10197,Lembitu J 2,,kõnnitee,{8EC593D5-DDFA-41BC-AA30-5B3ED29D7107},50,kattega tee (katte liik teadmata)
10198,Lembitu tn,7950151,kõrvaltänav,{28863390-B5A2-457C-92F9-B110BAC6E489},50,tihe asfaltbetoon
10199,Lembitu tn,7950151,kõrvaltänav,{216BFE9D-88E3-4522-B206-DC5F346DE696},50,tihe asfaltbetoon
10200,Lembitu tn,7950151,kõrvaltänav,{6D404577-9958-4384-BB82-C65A490F68C6},50,tihe asfaltbetoon
10201,Lembitu tn,7950151,kõrvaltänav,{916D3F36-ACA0-4FBC-B8D9-28D523F7BF8B},50,tihe asfaltbetoon
10202,Lembitu tn,7950151,kõrvaltänav,{4316A90C-416D-42C4-9204-E440AA8C95B3},50,tihe asfaltbetoon
